"","Phylum","Taxon (full)","Taxon","KE1","KE2","KE3","KE4","KE5","KE6","KE7","KE8","KE9","KE10","KE11","KE12","KE13","KE14","KE15","CC1","CC2","CC3","CC4","CC5","CC6","CC7","CC8","CC9","CC10","CC11","CC12","CC13","CC14","CC15","CR1","CR2","CR3","CR4","CR5","CR6","CR7","CR8","CR9","CR10","CR11","CR12","CR13","CR14","CR15","CN1","CN2","CN3","CN4","CN5","CN6","CN7","CN8","CN9","CN10","CN11","CN12","CN13","CN14","CN15","HH1","HH2","HH3","HH4","HH5","HH6","HH7","HH8","HH9","HH10","HH11","HH12","HH13","HH14","HH15","GI1","GI2","GI3","GI4","GI5","GI6","GI7","GI8","GI9","GI10","GI11","GI12","GI13","GI14","GI15"
"17","ARTHROPODA","Halacaridae (species 1)","Halacaridae",3,1,4,4,3,3,8,1,3,0,4,9,0,2,5,1,0,3,3,1,0,1,2,0,0,3,1,4,0,1,3,6,0,3,2,7,3,1,0,1,2,12,1,2,3,0,1,0,0,2,1,1,1,0,0,0,1,0,2,0,1,0,0,4,11,0,0,0,1,1,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","ARTHROPODA","Halacaridae (species 2)","Halacaridae",4,6,0,0,0,2,1,0,16,0,5,3,0,3,2,8,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,5,8,53,0,1,0,5,17,30,0,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","ARTHROPODA","Jaera (Jaera) albifrons Leach, 1814","Jaera  albifrons",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","ARTHROPODA","Semibalanus balanoides (Linnaeus, 1767)","Semibalanus balanoides",43,25,30,37,35,27,34,110,65,33,11,43,33,18,83,8,0,3,2,1,2,4,4,0,1,8,20,1,0,1,24,7,5,10,26,7,4,10,12,4,16,17,12,33,23,0,2,0,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21","ARTHROPODA","Unciola serrata Shoemaker, 1945","Unciola serrata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","BRYOZOA","Cryptosula pallasiana (Moll, 1803)","Cryptosula pallasiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","BRYOZOA","Electra sp.","Electra sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"24","CHORDATA","Botryllus schlosseri (Pallas, 1766)","Botryllus schlosseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,1,6,0,0,0,11,0
"25","CNIDARIA","Dynamena pumila (Linnaeus, 1758)","Dynamena pumila",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
"26","CNIDARIA","Hexacorallia (species 1)","Hexacorallia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","CNIDARIA","Hexacorallia (species 2)","Hexacorallia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","CNIDARIA","Laomedea sp.","Laomedea sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","CNIDARIA","Sertularia cupressina Linnaeus, 1758","Sertularia cupressina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","ECHINODERMATA","Asterias rubens Linnaeus, 1758","Asterias rubens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","MOLLUSCA","Anomia simplex d'Orbigny, 1853","Anomia simplex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,1,0,0,0,0,0,1,0
"32","MOLLUSCA","Crepidula convexa Say, 1822","Crepidula convexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
"33","MOLLUSCA","Crepidula fornicata (Linnaeus, 1758)","Crepidula fornicata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,1
"34","MOLLUSCA","Hiatella arctica (Linnaeus, 1767)","Hiatella arctica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,1,0,0,2,4,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"35","MOLLUSCA","Lasaea adansoni (Gmelin, 1791)","Lasaea adansoni",1,2,4,8,2,6,1,0,0,2,1,0,3,8,1,1,0,0,0,0,2,0,4,3,0,1,2,2,0,1,1,38,1,56,19,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","MOLLUSCA","Littorina littorea (Linnaeus, 1758)","Littorina littorea",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,8,6,3,7,3,3,3,7,0,2,3
"37","MOLLUSCA","Littorina obtusata (Linnaeus, 1758)","Littorina obtusata",8,4,2,10,5,8,5,4,6,15,1,3,14,5,8,1,1,0,5,0,1,0,3,0,0,1,2,2,0,1,0,1,0,2,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","MOLLUSCA","Littorina saxatilis (Olivi, 1792)","Littorina saxatilis",6,5,6,2,12,4,14,16,8,7,1,19,1,1,15,4,1,10,1,4,0,4,9,3,0,7,3,3,1,3,4,3,5,2,3,6,2,7,2,1,5,1,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","MOLLUSCA","Nucella lapillus (Linnaeus, 1758)","Nucella lapillus",2,0,0,0,0,2,0,1,0,2,0,0,0,0,1,1,8,7,4,11,2,3,6,3,1,9,1,12,7,5,1,0,0,0,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","MOLLUSCA","Odostomia sp.","Odostomia sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"41","MOLLUSCA","Onoba aculeus (Gould, 1841)","Onoba aculeus",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0
"42","MOLLUSCA","Opisthobranchia","Opisthobranchia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","MOLLUSCA","Testudinalia testudinalis (O. F. MŸller, 1776)","Testudinalia testudinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,3,1,1,0,9,3,0,3,6,3,7,0
"44","NEMATODA","Unidentified species of Nematoda","Nematoda",2,0,0,1,0,2,0,2,0,1,0,1,0,0,14,9,18,6,65,4,6,18,11,21,5,9,1,33,0,6,14,0,1,1,2,16,2,4,2,0,0,0,18,1,7,0,1,0,0,0,0,0,4,1,0,17,0,40,0,1,6,0,2,0,4,0,2,2,4,4,0,0,0,108,2,0,2,1,3,1,4,1,1,2,0,0,1,0,0,1
"45","NEMERTEA","Amphiporus angulatus (MŸller, 1774)","Amphiporus angulatus",3,0,3,1,0,12,0,4,0,0,8,0,0,2,9,4,3,0,7,1,3,9,1,0,1,1,3,5,1,1,13,2,3,14,18,9,4,2,3,2,6,4,4,1,13,5,0,0,0,9,0,0,8,6,1,0,3,0,0,0,3,7,0,9,11,3,5,4,4,6,1,7,13,10,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"46","NEMERTEA","Tetrastemma candidum (MŸller, 1774)","Tetrastemma candidum",2,1,0,0,0,2,2,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","NEMERTEA","Unidentified species of Nemertea","Nemertea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","PLATYHELMINTHES","Coronadena mutabilis (Verrill, 1873)","Coronadena mutabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","PLATYHELMINTHES","Foviella affinis (¯rsted, 1843)","Foviella affinis",1,0,0,0,1,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","PLATYHELMINTHES","Monoophorum sp.","Monoophorum sp.",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
